,name,cuisine,price,rank,neighborhood,reviews,avg
2715,Rin Thai Cuisine,Asian,2.0,"2,494", Manhattan,74.0,4.0
2716,Taladwat,Asian,2.0,"2,495", Manhattan,18.0,5.0
2717,John's of Times Square,Italian,2.0,35, Jersey City,85.0,4.0
2718,Dig Inn,Healthy,1.0,"2,496", Manhattan,42.0,4.5
2719,Sushi of Gari,Japanese,3.0,"2,497", Manhattan,54.0,4.0
2720,Fonda Chelsea,Mexican,2.0,"2,498", Manhattan,79.0,4.0
2721,Two Boots,Italian,1.0,36, Jersey City,53.0,4.0
2722,Beaubourg,French,2.0,"2,499", Manhattan,198.0,3.5
2723,Ramen Misoya,Japanese,1.0,"2,500", Manhattan,41.0,4.5
2724,Le Pain Quotidien,Cafe,2.0,"2,501", Manhattan,90.0,4.0
2725,The Roosevelt Grill,American,2.0,"2,502", Manhattan,250.0,3.5
2726,5 Napkin Burger,American,2.0,"2,503", Manhattan,111.0,4.0
2727,Acme,,,"2,504", Manhattan,180.0,4.0
2728,Porta,Italian,2.0,37, Jersey City,118.0,4.0
2729,The Tuck Room,American,2.0,"2,505", Manhattan,64.0,4.0
2730,Starlight Deli,American,1.0,"2,506", Manhattan,93.0,4.0
2731,Heidi's House,American,2.0,"2,507", Manhattan,48.0,4.5
2732,Serafina Osteria,Italian,2.0,"2,508", Manhattan,132.0,4.0
2733,Corkbuzz Restaurant & Wine Bar,American,2.0,"2,509", Manhattan,73.0,4.0
2734,Hometown Hotpot & BBQ,Asian,2.0,"2,510", Manhattan,41.0,4.5
2735,Village Yokocho,Japanese,2.0,"2,511", Manhattan,68.0,4.0
2736,Food Court,American,1.0,"2,512", Manhattan,78.0,4.0
2737,Le Prive,French,3.0,"2,513", Manhattan,18.0,5.0
2738,Polpette,Italian,2.0,"2,514", Manhattan,55.0,4.5
2739,83 1/2 Restaurant,Italian,2.0,"2,515", Manhattan,48.0,4.5
2740,Company,Italian,2.0,"2,516", Manhattan,130.0,4.0
2741,Dish,American,1.0,"2,517", Manhattan,86.0,4.0
2742,Houlihan's,American,2.0,2, Weehawken,252.0,4.0
2743,Mee Noodle Shop,Chinese,1.0,"2,518", Manhattan,78.0,4.0
2744,Cafe Angelique,Cafe,2.0,"2,519", Manhattan,83.0,4.0
2745,Legasea Seafood Brasserie,Seafood,2.0,"2,520", Manhattan,64.0,4.0
2746,Dill & Parsley,Mediterranean,1.0,"2,521", Manhattan,23.0,5.0
2747,Cooper's Craft & Kitchen,American,2.0,"2,522", Manhattan,47.0,4.5
2748,Daisy May's BBQ USA,American,2.0,"2,523", Manhattan,284.0,4.0
2749,Empanada Mama,Latin,2.0,"2,524", Manhattan,52.0,4.5
2750,Maiella,Italian,3.0,12, Long Island City,167.0,4.5
2751,Arlington Club,Sushi,3.0,"2,525", Manhattan,163.0,4.0
2752,Taphaus Biergarten,American,2.0,38, Jersey City,109.0,4.0
2753,Cafe 31 Sports Bar & Grill,American,2.0,"2,526", Manhattan,66.0,4.0
2754,H K Wonton Garden,Chinese,1.0,"2,527", Manhattan,111.0,4.0
2755,Roberta's,Pizza,1.0,"2,528", Manhattan,35.0,4.5
2756,Chez Jacqueline,French,2.0,"2,529", Manhattan,156.0,4.0
2757,La Parisienne,French,1.0,"2,530", Manhattan,35.0,4.5
2758,Kyochon,Asian,2.0,"2,531", Manhattan,106.0,4.0
2759,Schilling,Austrian,2.0,"2,532", Manhattan,70.0,4.0
2760,Chevys Fresh Mex,Mexican,2.0,"2,533", Manhattan,873.0,3.5
2761,Ajisen Ramen,Japanese,1.0,"2,534", Manhattan,45.0,4.0
2762,Bistro La Source,French,2.0,39, Jersey City,107.0,4.0
2763,Delegates Dining Room,International,2.0,"2,535", Manhattan,48.0,4.0
2764,Shi,Sushi,2.0,13, Long Island City,114.0,4.5
2765,Olympic Flame Diner,American,2.0,"2,536", Manhattan,78.0,4.0
2766,Bottega Restaurant,Italian,2.0,"2,537", Manhattan,91.0,4.0
2767,Zebu Grill,Brazilian,2.0,"2,538", Manhattan,63.0,4.5
2768,Brasserie Athenee,Vegetarian Friendly,2.0,"2,539", Manhattan,553.0,3.5
2769,Saiguette,Asian,1.0,"2,540", Manhattan,41.0,4.5
2770,Turnstyle,American,1.0,"2,541", Manhattan,26.0,4.5
2771,Toledo Restaurant,Spanish,3.0,"2,542", Manhattan,71.0,4.5
2772,Daniel's Bagels,American,1.0,"2,543", Manhattan,88.0,4.0
2773,La Esquina,Mexican,1.0,"2,544", Manhattan,44.0,4.5
2774,Intersect by Lexus - NYC,French,3.0,"2,545", Manhattan,18.0,5.0
2775,Empellon Cocina,Mexican,2.0,"2,546", Manhattan,87.0,4.0
2776,Peaches,American,2.0,44, Brooklyn,229.0,4.5
2777,Terroir at the Porch,Wine Bar,2.0,"2,547", Manhattan,91.0,4.0
2778,Park Plaza Restaurant,American,2.0,286, Brooklyn,71.0,4.0
2779,Saluggis,Italian,2.0,"2,548", Manhattan,82.0,4.0
2780,Sao Mai Vietnamese Cuisine,Asian,1.0,"2,549", Manhattan,56.0,4.0
2781,Swagat Indian Cuisine,Indian,2.0,"2,550", Manhattan,109.0,4.0
2782,Max Soha,Italian,2.0,"2,551", Manhattan,77.0,4.0
2783,Extra Fancy,American,2.0,223, Brooklyn,40.0,4.5
2784,Finestra,Italian,2.0,"2,552", Manhattan,56.0,4.5
2785,Mother's Ruin,American,2.0,"2,553", Manhattan,76.0,4.0
2786,Shalom Japan,Japanese,2.0,203, Brooklyn,68.0,4.5
2787,Insa,Asian,2.0,201, Brooklyn,39.0,4.5
2788,Siri Thai,Asian,2.0,"2,554", Manhattan,51.0,4.5
2789,BH Kitchen & Bar,Bar,2.0,"2,555", Manhattan,19.0,5.0
2790,Marco Polo Ristorante,Italian,2.0,289, Brooklyn,85.0,4.0
2791,The Vieux Restaurante & Lounge en El Hotel Marriot Marquise,,,"2,556", Manhattan,123.0,4.0
2792,House Of Que,Pub,2.0,25, Hoboken,76.0,4.0
2793,James Beard House,American,3.0,"2,557", Manhattan,38.0,4.5
2794,Nakamura,Japanese,2.0,"2,558", Manhattan,30.0,4.5
2795,Le Gamin,French,2.0,177, Brooklyn,44.0,4.5
2796,The Liberty,American,2.0,"2,559", Manhattan,109.0,4.0
2797,Mason Jar,American,2.0,"2,560", Manhattan,77.0,4.0
2798,Spinelli's Pizzeria,Pizza,1.0,"2,561", Manhattan,54.0,4.0
2799,Clinton Hall,American,2.0,"2,562", Manhattan,118.0,4.0
2800,Sala Thai,Thai,2.0,"2,563", Manhattan,21.0,4.5
2801,Sandwich House,Soups,1.0,"2,564", Manhattan,31.0,4.5
2802,Zest,Japanese,2.0,"2,565", Manhattan,32.0,4.5
2803,John's Pizzeria,Italian,2.0,"2,566", Manhattan,54.0,4.0
2804,Bin 71,American,2.0,"2,567", Manhattan,36.0,4.5
2805,Bergen Bagels,American,1.0,175, Brooklyn,49.0,4.5
2806,Dianne & Elisabeth,Wine Bar,2.0,"2,568", Manhattan,54.0,4.0
2807,Saigon Market,Asian,2.0,"2,569", Manhattan,93.0,4.0
2808,Chicken Bar,Fast Food,1.0,"2,570", Manhattan,42.0,4.0
2809,Farinella Italian Bakery Pizza,Italian,2.0,"2,571", Manhattan,85.0,4.0
2810,Jolie Cantina,Mexican,2.0,290, Brooklyn,49.0,4.5
2811,Wa Jeal Sicuan Chili House,Chinese,2.0,"2,572", Manhattan,77.0,4.5
2812,Amata Cucina Italiana,Italian,2.0,"2,573", Manhattan,49.0,4.5
2813,Sacred Chow,Vegetarian Friendly,2.0,"2,574", Manhattan,75.0,4.0
2814,Rattle N Hum West,American,2.0,"2,575", Manhattan,104.0,4.0
2815,Gila's Nosh,Mediterranean,1.0,"2,576", Manhattan,23.0,5.0
2816,Cafetal Social Club,Italian,2.0,"2,577", Manhattan,45.0,4.5
2817,Good Eats Diner,American,2.0,"2,578", Manhattan,36.0,4.5
2818,Adella Restaurant,Wine Bar,2.0,"2,579", Manhattan,42.0,4.5
2819,Meskerem Ethiopian Cuisine,African,2.0,"2,580", Manhattan,81.0,4.0
2820,La Pecora Bianca,Italian,2.0,"2,581", Manhattan,62.0,4.0
2821,AnTalia,Mediterranean,2.0,"2,582", Manhattan,206.0,4.0
2822,Serafina,Italian,2.0,"2,583", Manhattan,199.0,3.5
2823,Liberty Prime Steakhouse,American,3.0,40, Jersey City,77.0,4.0
2824,Coco Pazzo,Italian,2.0,"2,584", Manhattan,39.0,4.0
2825,Crema Restaurante,Mexican,2.0,"2,585", Manhattan,84.0,4.0
2826,Fat Black Pussycat,Bar,2.0,"2,586", Manhattan,40.0,4.5
2827,Playa Betty's Restaurant,Mexican,2.0,"2,587", Manhattan,139.0,3.5
2828,Flip 'n Toss,American,2.0,"2,588", Manhattan,32.0,4.5
2829,Sophie's Cuban Cuisine,Latin,1.0,"2,589", Manhattan,54.0,4.5
2830,Macbar,American,1.0,"2,590", Manhattan,82.0,4.0
2831,Freek's Mill,American,2.0,224, Brooklyn,47.0,4.5
2832,Ginger's Restaurant,American,2.0,"2,591", Manhattan,162.0,4.0
2833,McKenna's Pub,American,1.0,"2,592", Manhattan,33.0,4.5
2834,Verlaine,Bar,2.0,"2,593", Manhattan,54.0,4.5
2835,IHOP,Vegan Options,1.0,"2,594", Manhattan,38.0,4.5
2836,Sugar Bar,American,2.0,"2,595", Manhattan,59.0,4.0
2837,Villa Borghese III,Seafood,2.0,42, Jersey City,126.0,4.0
2838,Go Zen,Asian,2.0,"2,596", Manhattan,30.0,4.5
2839,Sushi Dojo,Japanese,3.0,"2,597", Manhattan,44.0,4.5
2840,Grotto Pizzeria and Restaurant,Italian,1.0,"2,598", Manhattan,63.0,4.5
2841,The Flying Puck,American,2.0,"2,599", Manhattan,183.0,4.0
2842,Roses Pizza and Pasta,Italian,1.0,"2,600", Manhattan,60.0,4.0
2843,Walter Foods,American,2.0,243, Brooklyn,47.0,4.5
2844,La Cigogne,French,2.0,294, Brooklyn,35.0,4.5
2845,Panna II Garden Indian Restaurant,Indian,2.0,"2,601", Manhattan,244.0,3.5
2846,Gabriela's Restaurant and Tequila Bar,Mexican,2.0,"2,602", Manhattan,163.0,4.0
2847,Hunan Manor Restaurant,Chinese,2.0,"2,603", Manhattan,143.0,4.0
2848,Le Barricou,French,2.0,161, Brooklyn,91.0,4.5
2849,Tutta Pesca Restaurant & Fresh Fish Market,Seafood,2.0,26, Hoboken,32.0,4.5
2850,Puff Cha,Asian,1.0,"2,604", Manhattan,31.0,4.5
2851,Rice and Gold,Asian,2.0,"2,605", Manhattan,72.0,4.0
2852,Sweet Life Cafe,Cafe,1.0,"2,606", Manhattan,27.0,4.5
2853,The Meatball Shop,Italian,2.0,"2,607", Manhattan,45.0,4.0
2854,1 or 8,Japanese,3.0,299, Brooklyn,36.0,4.5
2855,Patron Mexican Grill,Mexican,2.0,"2,608", Manhattan,122.0,4.0
2856,Pret A Manger,Fast Food,1.0,"2,609", Manhattan,39.0,4.5
2857,Tad's Broiled Steaks,American,1.0,"2,610", Manhattan,285.0,3.5
2858,Woodrow's,American,2.0,"2,611", Manhattan,60.0,4.0
2859,Bravest,American,1.0,"2,612", Manhattan,40.0,4.5
2860,Three of Cups,Italian,2.0,"2,613", Manhattan,63.0,4.0
2861,Dohyo,Japanese,2.0,"2,614", Manhattan,91.0,4.0
2862,Tsion Cafe,African,2.0,"2,615", Manhattan,25.0,4.5
2863,Henry at Life Hotel,Caribbean,2.0,"2,616", Manhattan,29.0,4.5
2864,Balducci's Gourmet on the Go Cafe,American,2.0,"2,617", Manhattan,53.0,4.0
2865,Cafe Fresco,American,1.0,"2,618", Manhattan,49.0,4.0
2866,B. Cafe East,Belgian,2.0,"2,619", Manhattan,76.0,4.0
2867,Hibino,Japanese,2.0,301, Brooklyn,59.0,4.0
2868,Maison Kaiser,French,2.0,302, Brooklyn,36.0,4.5
2869,Trump Cafe,Cafe,2.0,"2,620", Manhattan,101.0,4.0
2870,Birreria,Italian,2.0,"2,621", Manhattan,617.0,3.5
2871,Blondies Sports Bar,American,2.0,"2,622", Manhattan,101.0,4.0
2872,Ridgeway Dinner,American,1.0,"2,623", Manhattan,49.0,4.0
2873,Celestine,Mediterranean,2.0,303, Brooklyn,43.0,4.0
2874,Park West Cafe & Deli,Cafe,1.0,"2,624", Manhattan,42.0,4.5
2875,Gracie's Corner Diner,American,1.0,"2,625", Manhattan,49.0,4.0
2876,Motorino Brooklyn,Italian,2.0,304, Brooklyn,80.0,4.0
2877,Dorlan's Tavern & Oyster Bar,American,2.0,"2,626", Manhattan,85.0,4.0
2878,ESSEN Fast Slow Food,American,1.0,"2,627", Manhattan,65.0,4.0
2879,Caravan of Dreams,American,2.0,"2,628", Manhattan,95.0,4.0
2880,Green Fig,Mediterranean,2.0,"2,629", Manhattan,93.0,4.0
2881,The Dubliner,Irish,2.0,"2,630", Manhattan,188.0,3.5
2882,Bravo Kosher Pizza,Pizza,1.0,"2,631", Manhattan,101.0,4.0
2883,Favela Cubana,Latin,2.0,"2,632", Manhattan,88.0,4.0
2884,Fuji Hibachi Japanese Steak House sushi bar,Japanese,2.0,"2,633", Manhattan,43.0,4.5
2885,Salam Restaurant,Mediterranean,2.0,"2,634", Manhattan,39.0,4.0
2886,The Hamilton Inn,American,2.0,41, Jersey City,92.0,4.0
2887,Boccone Mediterranean Tapas & Bar,Spanish,2.0,"2,635", Manhattan,39.0,4.5
2888,Mad for Chicken,Korean,2.0,"2,636", Manhattan,50.0,4.5
2889,Green Cafe,American,1.0,"2,637", Manhattan,61.0,4.0
2890,Bennie Thai Cafe,Asian,1.0,"2,638", Manhattan,59.0,4.0
2891,Biryani Cart,Indian,1.0,"2,639", Manhattan,49.0,4.0
2892,Restaurant Row,,,"2,640", Manhattan,33.0,4.5
2893,Shun Lee Palace,Chinese,3.0,"2,641", Manhattan,383.0,3.5
2894,Chipotle Mexican Grill,Mexican,1.0,"2,642", Manhattan,108.0,4.0
2895,Cucina di Pesce,Italian,2.0,"2,643", Manhattan,95.0,4.0
2896,Saigon Cafe,Asian,2.0,43, Jersey City,41.0,4.5
2897,Sammy's Roumanian Steakhouse,Steakhouse,2.0,"2,644", Manhattan,177.0,4.0
2898,Vago Restaurant,Italian,2.0,"2,645", Manhattan,34.0,4.5
2899,Pinocchio Ristorante,Italian,2.0,"2,646", Manhattan,63.0,4.5
2900,Pravda,Bar,2.0,"2,647", Manhattan,71.0,4.0
2901,Melt Shop,American,1.0,"2,648", Manhattan,44.0,4.0
2902,Papilles,French,3.0,"2,649", Manhattan,16.0,5.0
2903,Norikoh,Japanese,2.0,"2,650", Manhattan,64.0,4.0
2904,Convivium Osteria,Italian,2.0,207, Brooklyn,136.0,4.0
2905,Upright,Bar,2.0,"2,651", Manhattan,27.0,4.5
2906,La Pulperia Ues,Latin,2.0,"2,652", Manhattan,71.0,4.5
2907,Europa Cafe,American,1.0,"2,653", Manhattan,70.0,4.0
2908,Rye House,American,2.0,"2,654", Manhattan,48.0,4.0
2909,Infirmary NYC,American,2.0,"2,655", Manhattan,51.0,4.0
2910,Marlow Bistro,Italian,2.0,"2,656", Manhattan,53.0,4.0
2911,La Cava,Bar,2.0,"2,657", Manhattan,66.0,4.0
2912,Murals on 54 Restaurant,American,2.0,"2,658", Manhattan,140.0,4.0
2913,Black Forest Brooklyn,German,2.0,269, Brooklyn,75.0,4.0
2914,Kyo Ya,Japanese,3.0,"2,659", Manhattan,71.0,4.5
2915,Terroir Tribeca,Wine Bar,2.0,"2,660", Manhattan,30.0,4.5
2916,Murray's Sturgeon Shop,Deli,2.0,"2,661", Manhattan,28.0,4.5
2917,Halifax,American,2.0,30, Hoboken,64.0,4.0
2918,Shakespeare,Bar,2.0,"2,662", Manhattan,102.0,4.0
2919,Untamed Sandwiches,American,1.0,"2,663", Manhattan,58.0,4.5
2920,Totoya japanese Restaurant,Japanese,2.0,"2,664", Manhattan,41.0,4.0
2921,Westville Wall Street,American,2.0,"2,665", Manhattan,21.0,4.5
2922,El Camion,Mexican,2.0,"2,666", Manhattan,44.0,4.5
2923,Sushi Katsuei,Japanese,2.0,319, Brooklyn,45.0,4.5
2924,Anna Maria Pizza & Pasta,Italian,1.0,236, Brooklyn,46.0,4.5
2925,Wogies Bar & Grill,American,1.0,"2,667", Manhattan,72.0,4.0
2926,Gentleman Farmer,French,2.0,"2,668", Manhattan,48.0,4.5
2927,The Harrison,American,2.0,"2,669", Manhattan,85.0,4.0
2928,Bar Nine,Bar,2.0,"2,670", Manhattan,58.0,4.0
2929,Hanci Turkish Cuisine,Turkish,2.0,"2,671", Manhattan,51.0,4.5
2930,International Wings Factory,American,1.0,"2,672", Manhattan,35.0,4.5
2931,sweetgreen,Vegetarian Friendly,1.0,"2,673", Manhattan,28.0,4.5
2932,Istanbul Kebab House,Central American,1.0,"2,674", Manhattan,64.0,4.0
2933,Le Cheile,American,2.0,"2,675", Manhattan,47.0,4.5
2934,Lizzmonade,,,322, Brooklyn,31.0,4.5
2935,Cafe Paulette,French,2.0,323, Brooklyn,53.0,4.0
2936,Cafe R,Mexican,1.0,"2,676", Manhattan,72.0,4.0
2937,The Little Frog,French,2.0,"2,677", Manhattan,38.0,4.5
2938,Suspenders,American,2.0,"2,678", Manhattan,66.0,4.0
2939,India Kitchen,Indian,2.0,"2,679", Manhattan,55.0,4.0
2940,Yama,Japanese,2.0,"2,680", Manhattan,42.0,4.5
2941,Tramonti Pizza,Italian,2.0,"2,681", Manhattan,21.0,4.5
2942,The Link Cafe @ Sheraton New York Times Square Hotel,American,2.0,"2,682", Manhattan,77.0,4.0
2943,Surya,Indian,2.0,"2,683", Manhattan,52.0,4.0
2944,Wildair,American,2.0,"2,684", Manhattan,33.0,4.5
2945,Biggie's Newark Street,American,2.0,31, Hoboken,57.0,4.0
2946,mizu sushi,Japanese,2.0,"2,685", Manhattan,54.0,4.0
2947,Red 58,American,2.0,"2,686", Manhattan,102.0,4.0
2948,Farida,Asian,2.0,"2,687", Manhattan,22.0,4.5
2949,Zoma,African,2.0,"2,688", Manhattan,54.0,4.0
2950,All About Food,American,1.0,"2,689", Manhattan,56.0,4.0
2951,The Morgan Library Dining Room,American,2.0,"2,690", Manhattan,53.0,4.0
2952,The Shadmoor,American,2.0,"2,691", Manhattan,32.0,4.5
2953,Madame Claude Bis,French,2.0,30, Jersey City,105.0,4.0
2954,Mission Chinese Food,Chinese,2.0,"2,692", Manhattan,179.0,4.0
2955,Vitos Deli,Italian,1.0,21, Hoboken,41.0,4.5
2956,The Boil,American,2.0,"2,693", Manhattan,44.0,4.0
2957,Cafe Rustico II,Italian,1.0,"2,694", Manhattan,40.0,4.5
2958,Le Pain Quotidien,Cafe,2.0,"2,695", Manhattan,37.0,4.5
2959,Xe Lua,Asian,1.0,"2,696", Manhattan,54.0,4.0
2960,Jameson's,American,2.0,"2,697", Manhattan,45.0,4.0
2961,Boutros,Mediterranean,2.0,325, Brooklyn,25.0,4.5
2962,Baccarat Grand Salon,Vegetarian Friendly,3.0,"2,698", Manhattan,31.0,4.5
2963,Spring Street Natural Restaurant,American,2.0,"2,699", Manhattan,57.0,4.0
2964,48 Lounge,Bar,2.0,"2,700", Manhattan,50.0,4.5
2965,Little Italy Pizza,Pizza,1.0,"2,701", Manhattan,51.0,4.5
2966,Naked Dog,Italian,2.0,202, Brooklyn,45.0,4.5
2967,Sockerbit,Swedish,1.0,"2,702", Manhattan,28.0,5.0
2968,Simo,Italian,,"2,703", Manhattan,18.0,5.0
2969,Tori Shin,Japanese,3.0,"2,704", Manhattan,72.0,4.0
2970,Cafe Luka,American,2.0,"2,705", Manhattan,95.0,4.0
2971,Flavors Cafe,American,1.0,"2,706", Manhattan,46.0,4.0
2972,Kenka,Japanese,1.0,"2,707", Manhattan,84.0,4.0
2973,Sel et Poivre,French,2.0,"2,708", Manhattan,117.0,4.0
2974,Panzerotti Bites,Italian,1.0,329, Brooklyn,18.0,5.0
2975,99 Cent Fresh Pizza,Pizza,1.0,"2,709", Manhattan,25.0,4.5
2976,Buffalo Wild Wings,American,2.0,"2,710", Manhattan,490.0,3.5
2977,Pho Viet Huong,Asian,1.0,"2,711", Manhattan,77.0,4.0
2978,Pierre Loti Midtown,Turkish,2.0,"2,712", Manhattan,41.0,4.5
2979,Spoon,American,2.0,"2,713", Manhattan,35.0,4.5
2980,Silvana,Middle Eastern,2.0,"2,714", Manhattan,51.0,4.0
2981,The Harp Raw Bar & Grill,American,2.0,"2,715", Manhattan,55.0,4.0
2982,Lantern,Asian,2.0,"2,716", Manhattan,48.0,4.5
2983,La Superior,Mexican,1.0,330, Brooklyn,66.0,4.0
2984,The Hog Pit,American,2.0,"2,717", Manhattan,92.0,4.0
2985,The Ship,Bar,2.0,"2,718", Manhattan,32.0,4.5
2986,Chipotle Mexican Grill,Mexican,1.0,"2,719", Manhattan,55.0,4.0
2987,Adyar Ananda Bhavan,Indian,2.0,"2,720", Manhattan,47.0,4.0
2988,Umami Burger,American,2.0,275, Brooklyn,76.0,4.0
2989,3 Guys Restaurant,American,2.0,"2,721", Manhattan,137.0,3.5
2990,TUE THAI FOOD,Asian,1.0,"2,722", Manhattan,71.0,4.0
2991,Royal Seafood Restaurant,Chinese,2.0,"2,723", Manhattan,81.0,4.0
2992,Tracks Raw Bar & Grill,American,2.0,"2,724", Manhattan,85.0,4.0
2993,Motel Morris,American,2.0,"2,725", Manhattan,24.0,4.5
2994,The Whitby Bar & Restaurant,International,2.0,"2,726", Manhattan,56.0,4.0
2995,Anthony David's Gourmet,American,2.0,17, Hoboken,136.0,4.0
2996,Hecho en Dumbo Chef s Table,Mexican,2.0,"2,727", Manhattan,53.0,4.0
2997,Bar Centrale,,,"2,728", Manhattan,101.0,4.0
2998,Ozu,Japanese,2.0,334, Brooklyn,42.0,4.5
2999,The Long Hall at Pier A,American,2.0,"2,729", Manhattan,55.0,4.0
3000,Amsterdam Gourmet,American,1.0,"2,730", Manhattan,34.0,4.5
3001,Voula,Mediterranean,2.0,"2,731", Manhattan,19.0,4.5
3002,Grill 21,Filipino,2.0,"2,732", Manhattan,44.0,4.5
3003,Cafe Bistro,American,1.0,"2,733", Manhattan,53.0,4.0
3004,Gunbae Tribeca,Asian,2.0,"2,734", Manhattan,35.0,4.5
3005,Rose Bar,Contemporary,3.0,"2,735", Manhattan,131.0,4.0
3006,Buona Notte,Italian,2.0,"2,736", Manhattan,165.0,4.0
3007,The Drunken Horse NYC,Bar,2.0,"2,737", Manhattan,34.0,4.5
3008,Robataya NY,Japanese,2.0,"2,738", Manhattan,60.0,4.5
3009,The Liberty Deli & Pizza,Fast Food,1.0,"2,739", Manhattan,54.0,4.5
3010,Casa Mexicana,Mexican,2.0,"2,740", Manhattan,35.0,4.5
3011,Gina la Fornarina,Italian,2.0,"2,741", Manhattan,51.0,4.0
3012,Zaytoons,Lebanese,2.0,340, Brooklyn,43.0,4.5
3013,Millesime,French,2.0,"2,742", Manhattan,96.0,4.0
3014,Klong,Asian,2.0,"2,743", Manhattan,68.0,4.0
3015,Cafe Metro,American,1.0,"2,744", Manhattan,50.0,4.5
3016,Tio Pepe,Spanish,2.0,"2,745", Manhattan,89.0,4.0
3017,Cafe Tallulah,French,2.0,"2,746", Manhattan,151.0,4.0
3018,The Tippler,Bar,2.0,"2,747", Manhattan,67.0,4.0
3019,Antibes Bistro,French,2.0,"2,748", Manhattan,75.0,4.5
3020,Le Monde,French,2.0,"2,749", Manhattan,148.0,3.5
3021,Baar Baar,Indian,2.0,"2,750", Manhattan,50.0,4.0
3022,Ayios Greek Rotisserie,Mediterranean,2.0,"2,751", Manhattan,28.0,4.5
3023,Mediterraneo,Italian,2.0,"2,752", Manhattan,120.0,4.0
3024,Per Lei,Italian,2.0,"2,753", Manhattan,76.0,4.0
3025,TsuruTonTan Udon Noodle Brasserie,Japanese,2.0,"2,754", Manhattan,22.0,4.5
3026,fresh&co,American,1.0,"2,755", Manhattan,54.0,4.0
3027,Wine Escape,Mediterranean,2.0,"2,756", Manhattan,31.0,4.5
3028,Twins Irish Pub,American,2.0,"2,757", Manhattan,45.0,4.5
3029,Cancun Restaurant,Mexican,2.0,"2,758", Manhattan,131.0,3.5
3030,Luna Restaurant & Pizza,Italian,2.0,"2,759", Manhattan,196.0,4.0
3031,Barraca,Latin,2.0,"2,760", Manhattan,150.0,4.0
3032,N.Y. Dosas,Indian,1.0,"2,761", Manhattan,27.0,5.0
3033,Cafe 2,Cafe,2.0,"2,762", Manhattan,42.0,4.5
3034,Gogi 37,Asian,2.0,"2,763", Manhattan,33.0,4.5
3035,Nica Trattoria,Italian,3.0,"2,764", Manhattan,48.0,4.5
3036,Ruth's Chris Steak House,American,3.0,45, Jersey City,17.0,5.0
3037,Wok Wok,Thai,1.0,"2,765", Manhattan,47.0,4.5
3038,Hong Kong Station,Chinese,1.0,"2,766", Manhattan,30.0,4.5
3039,Cascabel Taqueria West,Mexican,2.0,"2,767", Manhattan,62.0,4.0
3040,Bocca Restaurant,Italian,2.0,"2,768", Manhattan,30.0,4.5
3041,Harry's Italian,Italian,2.0,"2,769", Manhattan,128.0,4.0
3042,Harry & Ida's,American,2.0,"2,770", Manhattan,28.0,4.5
3043,Wasan,Japanese,2.0,"2,771", Manhattan,29.0,4.5
3044,Fitzpatrick Manhattan,Bar,2.0,"2,772", Manhattan,27.0,4.5
3045,Masala Times,Street Food,1.0,"2,773", Manhattan,58.0,4.0
3046,Statue of Liberty Crown Cafe,American,1.0,"2,774", Manhattan,346.0,3.5
3047,Shanghai Mong,Chinese,2.0,"2,775", Manhattan,116.0,3.5
3048,The Cutting Room,American,2.0,"2,776", Manhattan,90.0,4.0
3049,Dos Toros Taqueria,Mexican,1.0,"2,777", Manhattan,44.0,4.5
3050,Medi Winebar,Mediterranean,2.0,"2,778", Manhattan,108.0,4.0
3051,Effy's Kitchen,American,1.0,"2,779", Manhattan,25.0,4.5
3052,Bell Book & Candle,American,2.0,"2,780", Manhattan,72.0,4.0
3053,Henry Street Ale House,American,2.0,348, Brooklyn,41.0,4.5
3054,O'Connells Pub,Bar,2.0,"2,781", Manhattan,39.0,4.5
3055,Cafe Europa - 5th Ave.,Cafe,1.0,"2,782", Manhattan,91.0,4.0
3056,cha-an,Japanese,2.0,"2,783", Manhattan,65.0,4.0
3057,Mole Mexican Bar & Grill,Mexican,2.0,"2,784", Manhattan,59.0,4.0
3058,Le Poisson Rouge,Bar,2.0,"2,785", Manhattan,58.0,4.0
3059,Gottlieb Restaurant,Soups,2.0,318, Brooklyn,56.0,4.5
3060,Tabletime,Cafe,1.0,"2,786", Manhattan,20.0,4.5
3061,Cleo,Mediterranean,2.0,"2,787", Manhattan,26.0,4.5
3062,American Whiskey,American,2.0,"2,788", Manhattan,95.0,4.0
3063,Casimir & Co UES,French,2.0,"2,789", Manhattan,62.0,4.0
3064,Aria Hells Kitchen,Italian,2.0,"2,790", Manhattan,184.0,3.5
3065,Yaso Tangbao,Chinese,1.0,350, Brooklyn,48.0,4.0
3066,Tuttles Restaurant,Bar,2.0,"2,791", Manhattan,40.0,4.0
3067,Il Bastardo,Italian,2.0,"2,792", Manhattan,131.0,4.0
3068,Gentleman Farmer-Fort Greene,Pub,2.0,345, Brooklyn,26.0,4.5
3069,Salvo's,Italian,1.0,"2,793", Manhattan,41.0,4.5
3070,Mugs Ale House,American,2.0,233, Brooklyn,51.0,4.0
3071,Kappo Masa,Japanese,3.0,"2,794", Manhattan,90.0,4.0
3072,Lilly O'Brien's Bar & Restaurant,Bar,2.0,"2,795", Manhattan,48.0,4.0
3073,Two Boots,Pizza,1.0,"2,796", Manhattan,61.0,4.0
3074,Armando's,Italian,2.0,353, Brooklyn,88.0,4.0
3075,Elea,Mediterranean,2.0,"2,797", Manhattan,21.0,4.5
