,name,cuisine,price,rank,neighborhood,reviews,avg
0,Piccola Cucina Osteria,Italian,2.0,1, Manhattan,2012.0,4.5
1,Club A Steakhouse,American,3.0,2, Manhattan,3501.0,4.5
2,SottoCasa Pizzeria,Pizza,2.0,3, Manhattan,327.0,5.0
3,Boucherie Union Square,French,3.0,4, Manhattan,641.0,5.0
4,Piccola Cucina,Italian,2.0,5, Manhattan,704.0,4.5
5,Boucherie West Village,French,2.0,6, Manhattan,709.0,4.5
6,Loi Estiatorio,Mediterranean,2.0,7, Manhattan,340.0,4.5
7,Song E Napule,Italian,2.0,8, Manhattan,259.0,4.5
8,Petite Boucherie,French,2.0,9, Manhattan,421.0,4.5
9,Los Tacos No. 1,Mexican,1.0,10, Manhattan,214.0,4.5
10,Daniel,French,3.0,11, Manhattan,3146.0,4.5
11,Olio e Piu,Italian,2.0,12, Manhattan,1696.0,4.5
12,Spice Symphony,Indian,2.0,13, Manhattan,2188.0,4.5
13,Spice Symphony 31st,Indian,2.0,14, Manhattan,124.0,4.5
14,Sottocasa Pizzeria,Italian,2.0,2, Brooklyn,276.0,4.5
15,Le Bernardin,French,3.0,15, Manhattan,3272.0,4.5
16,San Carlo Osteria Piemonte,Italian,2.0,16, Manhattan,539.0,4.5
17,Decoy Bar,Chinese,2.0,17, Manhattan,166.0,4.5
18,Royal 35 Steakhouse,American,3.0,18, Manhattan,361.0,4.5
19,Pure Thai Cookhouse,Asian,2.0,19, Manhattan,1319.0,4.5
20,Jungsik,Asian,3.0,20, Manhattan,254.0,4.5
21,Per Se,French,3.0,21, Manhattan,1743.0,4.5
22,Murray's Cheese,Deli,2.0,22, Manhattan,238.0,4.5
23,K Rico Steakhouse,American,2.0,23, Manhattan,2666.0,4.5
24,B Side Pizzeria,Italian,2.0,24, Manhattan,369.0,4.5
25,Eileen's Special Cheesecake,American,1.0,25, Manhattan,1920.0,4.5
26,Juliana's Pizza,Pizza,2.0,4, Brooklyn,2850.0,4.5
27,Broadway Bagel,American,1.0,26, Manhattan,209.0,4.5
28,The Modern,Contemporary,3.0,27, Manhattan,1954.0,4.5
29,Tree Bistro,French,2.0,28, Manhattan,326.0,4.5
30,Tree Bistro,French,2.0,29, Manhattan,326.0,4.5
31,Gabriel Kreuther,French,3.0,30, Manhattan,629.0,4.5
32,Indian Accent,Indian,3.0,31, Manhattan,466.0,4.5
33,Numero 28 Pizzeria,Italian,2.0,32, Manhattan,969.0,4.5
34,Patsy's Italian Restaurant,Italian,2.0,33, Manhattan,4409.0,4.5
35,Hatsuhana Restaurant,Japanese,2.0,34, Manhattan,343.0,4.5
36,Russ & Daughters,American,2.0,35, Manhattan,1057.0,4.5
37,Momofuku Ko,Asian,3.0,36, Manhattan,395.0,4.5
38,Gramercy Tavern,American,3.0,37, Manhattan,3541.0,4.5
39,The Musket Room,New Zealand,3.0,38, Manhattan,283.0,4.5
40,RabbitHole,American,2.0,6, Brooklyn,249.0,4.5
41,Gallagher's Steak House,American,3.0,39, Manhattan,4632.0,4.5
42,Bagels & Schmear,American,1.0,40, Manhattan,171.0,4.5
43,Rubirosa,Italian,2.0,41, Manhattan,1169.0,4.5
44,Beyond Sushi,Sushi,2.0,42, Manhattan,169.0,4.5
45,Cocotte,Spanish,2.0,43, Manhattan,248.0,4.5
46,Almayass,Lebanese,3.0,44, Manhattan,232.0,4.5
47,Izakaya Mew,Japanese,2.0,45, Manhattan,956.0,4.5
48,Samba Kitchen,South American,2.0,46, Manhattan,100.0,4.5
49,Bouley Restaurant,French,3.0,47, Manhattan,1687.0,4.5
50,Her Name Is Han,Asian,2.0,48, Manhattan,196.0,4.5
51,Cull & Pistol,American,2.0,49, Manhattan,884.0,4.5
52,Tocqueville,French,3.0,50, Manhattan,256.0,4.5
53,Craft,American,3.0,51, Manhattan,942.0,4.5
54,Nerai,Seafood,3.0,52, Manhattan,604.0,4.5
55,San Matteo Pizza Espresso Bar,Italian,2.0,53, Manhattan,341.0,4.5
56,Russ & Daughters Cafe,American,2.0,54, Manhattan,571.0,4.5
57,Beyond Sushi,Healthy,2.0,55, Manhattan,213.0,4.5
58,Ocean Prime,American,3.0,56, Manhattan,550.0,4.5
59,Bemelmans Bar,American,3.0,57, Manhattan,461.0,4.5
60,Estiatorio Milos,Seafood,3.0,58, Manhattan,1406.0,4.5
61,Keens Steakhouse,American,3.0,59, Manhattan,6265.0,4.5
62,The Mean Fiddler,Irish,2.0,60, Manhattan,1003.0,4.5
63,Atera,Gluten Free Options,3.0,61, Manhattan,181.0,4.5
64,Up Thai restaurant,Asian,2.0,62, Manhattan,311.0,4.5
65,Scalini Fedeli,Italian,3.0,63, Manhattan,407.0,4.5
66,Jacob Restaurant Soul Food & Salad Bar,American,1.0,64, Manhattan,170.0,4.5
67,Flex Mussels - 13th Street,American,2.0,65, Manhattan,241.0,4.5
68,The Little Owl,American,2.0,66, Manhattan,1189.0,4.5
69,Rustic Table,Mediterranean,2.0,67, Manhattan,610.0,4.5
70,The Donut Pub,American,1.0,68, Manhattan,191.0,4.5
71,Blue Ribbon Sushi,Japanese,2.0,69, Manhattan,956.0,4.5
72,Lincoln Square Steak,American,3.0,70, Manhattan,2056.0,4.5
73,Del Posto,Italian,3.0,71, Manhattan,1582.0,4.5
74,Jacob's Pickles,American,2.0,72, Manhattan,839.0,4.5
75,Casellula,Wine Bar,2.0,73, Manhattan,263.0,4.5
76,The Roxy Lounge,American,2.0,74, Manhattan,118.0,4.5
77,Hummus Place Upper West Side,Lebanese,1.0,75, Manhattan,300.0,4.5
78,Basso56,Italian,2.0,76, Manhattan,2156.0,4.5
79,L'Artusi,Italian,3.0,77, Manhattan,477.0,4.5
80,AQUAGRILL,Seafood,3.0,78, Manhattan,1208.0,4.5
81,Rafele,Italian,2.0,79, Manhattan,1207.0,4.5
82,El Centro,Mexican,2.0,80, Manhattan,792.0,4.5
83,Momoya,Japanese,2.0,81, Manhattan,216.0,4.5
84,Raclette,French,2.0,82, Manhattan,372.0,4.5
85,BG - Bergdorf Goodman,American,3.0,83, Manhattan,481.0,4.5
86,The Capital Grille,American,3.0,84, Manhattan,1269.0,4.5
87,Trattoria Pesce Pasta,Italian,2.0,85, Manhattan,176.0,4.5
88,Il Punto Ristorante,Italian,2.0,86, Manhattan,1337.0,4.5
89,The River Cafe,American,3.0,9, Brooklyn,3814.0,4.5
90,Cafe Mogador,Moroccan,2.0,7, Brooklyn,434.0,4.5
91,The River Cafe,American,3.0,9, Brooklyn,3817.0,4.5
92,The Capital Grille,American,3.0,88, Manhattan,889.0,4.5
93,The NoMad Bar,American,2.0,89, Manhattan,309.0,4.5
94,Patzeria Family & Friends,Italian,2.0,90, Manhattan,3421.0,4.5
95,Ippudo,Japanese,2.0,91, Manhattan,1205.0,4.5
96,Bareburger,American,2.0,92, Manhattan,1329.0,4.5
97,Barn Joo 35,Asian,2.0,93, Manhattan,166.0,4.5
98,Tony's Di Napoli - Midtown,Italian,2.0,94, Manhattan,5883.0,4.5
99,Dinosaur Bar-B-Que,American,2.0,95, Manhattan,1126.0,4.5
100,Bistango Restaurant,Italian,2.0,96, Manhattan,472.0,4.5
101,Via Carota,Italian,2.0,97, Manhattan,281.0,4.5
102,Fried Dumpling,Chinese,1.0,98, Manhattan,208.0,4.5
103,Sunac Natural Food,American,1.0,99, Manhattan,170.0,4.5
104,Sea Fire Grill,American,3.0,100, Manhattan,1005.0,4.5
105,Naruto Ramen,Japanese,1.0,101, Manhattan,170.0,4.5
106,Oregano,Italian,2.0,5, Brooklyn,256.0,4.5
107,Feinstein's/54 Below,Vegetarian Friendly,2.0,102, Manhattan,322.0,4.5
108,Momosan Ramen & Sake,Japanese,2.0,103, Manhattan,495.0,4.5
109,Via Della Pace,Italian,2.0,104, Manhattan,919.0,4.5
110,Buenos Aires,Steakhouse,2.0,105, Manhattan,335.0,4.5
111,Saigon Shack,Asian,1.0,106, Manhattan,241.0,4.5
112,Chefs Club NY,American,3.0,107, Manhattan,425.0,4.5
113,Dirt Candy,American,2.0,108, Manhattan,316.0,4.5
114,Da Andrea Ristorante,Italian,2.0,109, Manhattan,295.0,4.5
115,Hangawi,Asian,3.0,110, Manhattan,585.0,4.5
116,Orso,Italian,2.0,111, Manhattan,440.0,4.5
117,Gotham Bar & Grill,American,3.0,112, Manhattan,1685.0,4.5
118,Masseria Dei Vini,Italian,3.0,113, Manhattan,529.0,4.5
119,Margon,Caribbean,1.0,114, Manhattan,170.0,4.5
120,Margon,Caribbean,1.0,115, Manhattan,170.0,4.5
121,Red Bamboo,Cajun & Creole,2.0,116, Manhattan,299.0,4.5
122,Aurora SoHo,Italian,2.0,117, Manhattan,369.0,4.5
123,Bengal Tiger,Indian,2.0,118, Manhattan,443.0,4.5
124,Monte's Trattoria,Italian,2.0,119, Manhattan,473.0,4.5
125,Mastro's Steakhouse,American,3.0,120, Manhattan,581.0,4.5
126,Queen Italian Restaurant,Italian,2.0,14, Brooklyn,311.0,4.5
127,Bareburger,American,2.0,121, Manhattan,361.0,4.5
128,Via Brasil Restaurant,Brazilian,2.0,122, Manhattan,425.0,4.5
129,La Grenouille,French,3.0,123, Manhattan,847.0,4.5
130,La Lanterna di Vittorio,Italian,2.0,124, Manhattan,342.0,4.5
131,Blind Tiger Ale House,American,2.0,125, Manhattan,287.0,4.5
132,Burger & Lobster,American,2.0,126, Manhattan,948.0,4.5
133,Tomoe Sushi,Japanese,2.0,127, Manhattan,354.0,4.5
134,PRINT,American,3.0,128, Manhattan,933.0,4.5
135,Veselka,American,2.0,129, Manhattan,922.0,4.5
136,Buddakan,Chinese,3.0,130, Manhattan,5145.0,4.5
137,IL Melograno,Italian,2.0,131, Manhattan,276.0,4.5
138,Blue Ribbon Brasserie,Seafood,2.0,132, Manhattan,357.0,4.5
139,John's of Bleecker Street,Italian,2.0,133, Manhattan,1670.0,4.5
140,Marea,Italian,3.0,134, Manhattan,2151.0,4.5
141,Forlini's Restaurant,Italian,2.0,135, Manhattan,695.0,4.5
142,Henry's End Restaurant,American,2.0,15, Brooklyn,223.0,4.5
143,Norma,Italian,2.0,136, Manhattan,83.0,4.5
144,The Polo Bar at Ralph Lauren,American,3.0,137, Manhattan,566.0,4.5
145,Hillstone,American,2.0,138, Manhattan,597.0,4.5
146,Adrienne's Pizzabar,Italian,2.0,139, Manhattan,799.0,4.5
147,Peacefood Cafe,American,2.0,140, Manhattan,312.0,4.5
148,Pylos,Mediterranean,2.0,141, Manhattan,373.0,4.5
149,Murray's Cheese Bar,Wine Bar,2.0,142, Manhattan,364.0,4.5
150,Ribalta Pizza,Italian,2.0,143, Manhattan,707.0,4.5
151,Ayza Wine & Chocolate Bar,Wine Bar,2.0,144, Manhattan,510.0,4.5
152,Mermaid Oyster Bar,American,2.0,145, Manhattan,247.0,4.5
153,Taboon,Middle Eastern,2.0,146, Manhattan,369.0,4.5
154,The Boil,American,2.0,147, Manhattan,179.0,4.5
155,Emporio,Italian,2.0,148, Manhattan,520.0,4.5
156,Palma,Italian,2.0,149, Manhattan,400.0,4.5
157,Black Iron Burger,American,2.0,150, Manhattan,239.0,4.5
158,Blossom Vegan Restaurant,American,2.0,151, Manhattan,645.0,4.5
159,Franchia Vegan Cafe,Sushi,2.0,152, Manhattan,353.0,4.5
160,Zucker's Bagels & Smoked Fish,American,1.0,153, Manhattan,281.0,4.5
161,Tomino - Taberna Gallega,Spanish,2.0,154, Manhattan,115.0,4.5
162,Raoul's,French,3.0,155, Manhattan,365.0,4.5
163,The MasalaWala,Indian,2.0,156, Manhattan,386.0,4.5
164,Market Table,American,2.0,157, Manhattan,435.0,4.5
165,Black Iron Burger,American,2.0,158, Manhattan,619.0,4.5
166,The Bluebell Cafe,American,2.0,159, Manhattan,226.0,4.5
167,Blue Hill,American,3.0,160, Manhattan,669.0,4.5
168,Tamarind - Tribeca,Indian,3.0,161, Manhattan,656.0,4.5
169,Land,Asian,2.0,162, Manhattan,316.0,4.5
170,Buvette Gastrotheque,French,2.0,163, Manhattan,867.0,4.5
171,Momofuku Noodle Bar,Japanese,2.0,164, Manhattan,1352.0,4.5
172,Westway Diner,American,1.0,165, Manhattan,1930.0,4.5
173,Gato,American,3.0,166, Manhattan,654.0,4.5
174,Westville Hudson,American,2.0,167, Manhattan,168.0,4.5
175,Del Frisco's Double Eagle Steakhouse,American,3.0,168, Manhattan,3158.0,4.5
176,Andrew's Coffee Shop,American,1.0,169, Manhattan,1856.0,4.5
177,Emilio's Ballato,Italian,2.0,170, Manhattan,296.0,4.5
178,Ed's Lobster Bar,American,2.0,171, Manhattan,697.0,4.5
179,Dean Deluca,Vegetarian Friendly,2.0,172, Manhattan,276.0,4.5
180,Toscana 49,Italian,2.0,173, Manhattan,516.0,4.5
181,STATE Grill and Bar,American,2.0,174, Manhattan,273.0,4.5
182,Tanner Smith's,American,2.0,175, Manhattan,380.0,4.5
183,Baccarat Hotel Bar,Bar,3.0,176, Manhattan,162.0,4.5
184,Loring Place,American,3.0,177, Manhattan,117.0,4.5
185,Norma,Italian,2.0,178, Manhattan,83.0,4.5
186,Robert,American,3.0,179, Manhattan,1548.0,4.5
187,Avra Madison Estiatorio,Greek,3.0,180, Manhattan,275.0,4.5
188,Sushi Yasaka,Japanese,2.0,181, Manhattan,251.0,4.5
189,The Perfect Pint,American,2.0,182, Manhattan,1213.0,4.5
190,Barney Greengrass,Eastern European,2.0,183, Manhattan,507.0,4.5
191,Maison Premiere,French,2.0,16, Brooklyn,313.0,4.5
192,la bonbonniere,American,1.0,184, Manhattan,156.0,4.5
193,Whiskey Tavern,American,2.0,185, Manhattan,143.0,4.5
194,Cafe Boulud,French,3.0,186, Manhattan,1143.0,4.5
195,Augustine,American,2.0,187, Manhattan,235.0,4.5
196,Bistro Les Amis,French,2.0,188, Manhattan,342.0,4.5
197,Pearl Oyster Bar,American,2.0,189, Manhattan,513.0,4.5
198,Carmine's Italian Restaurant - Times Square,Italian,2.0,190, Manhattan,11293.0,4.5
199,Keste West Village,Italian,2.0,191, Manhattan,1001.0,4.5
200,Flex Mussels,Seafood,2.0,192, Manhattan,320.0,4.5
201,Island Burgers and Shakes,American,2.0,193, Manhattan,494.0,4.5
202,Burger & Lobster,American,2.0,194, Manhattan,204.0,4.5
203,John's Coffee Shop,American,1.0,195, Manhattan,124.0,4.5
204,Ora Di Pasta,Italian,2.0,196, Manhattan,135.0,4.5
205,PizzArte,Italian,2.0,197, Manhattan,1247.0,4.5
206,Giorgio's of Gramercy,Italian,2.0,198, Manhattan,239.0,4.5
207,Cuba,Caribbean,2.0,199, Manhattan,438.0,4.5
208,The Perfect Pint,Irish,2.0,200, Manhattan,235.0,4.5
209,Boulud Sud,Mediterranean,3.0,201, Manhattan,868.0,4.5
210,Trattoria Trecolori,Italian,2.0,202, Manhattan,2541.0,4.5
211,Il Corso,Italian,2.0,203, Manhattan,887.0,4.5
212,Benjamin Steakhouse Prime,American,3.0,204, Manhattan,208.0,4.5
213,Avra Madison Estiatorio,Greek,3.0,205, Manhattan,275.0,4.5
214,Fish,Seafood,2.0,206, Manhattan,286.0,4.5
215,Red Farm,Chinese,2.0,207, Manhattan,602.0,4.5
216,Artichoke Basille's Pizza,Italian,1.0,208, Manhattan,683.0,4.5
217,Candle 79,American,2.0,209, Manhattan,987.0,4.5
218,Crispo,Italian,2.0,210, Manhattan,420.0,4.5
219,Joe's Pizza,Italian,1.0,211, Manhattan,140.0,4.5
220,by CHLOE. West Village,American,2.0,212, Manhattan,383.0,4.5
221,Eisenberg's Sandwich Shop,American,1.0,213, Manhattan,531.0,4.5
222,The Capital Grille,American,3.0,214, Manhattan,370.0,4.5
223,Fluffy's Cafe & Pizzeria,American,1.0,215, Manhattan,540.0,4.5
224,Times Square Diner & Grill,American,1.0,216, Manhattan,2008.0,4.5
225,aldea,European,3.0,217, Manhattan,321.0,4.5
226,12 Chairs,Mediterranean,2.0,218, Manhattan,206.0,4.5
227,O'Hara's Restaurant and Pub,American,2.0,219, Manhattan,1216.0,4.5
228,Georgio's Country Grill,Diner,2.0,220, Manhattan,474.0,4.5
229,Pisticci,Italian,2.0,221, Manhattan,251.0,4.5
230,Bond Street,Japanese,3.0,222, Manhattan,335.0,4.5
231,Beer Culture,American,2.0,223, Manhattan,177.0,4.5
232,Marc Forgione,American,3.0,224, Manhattan,366.0,4.5
233,Coppelia,Latin,2.0,225, Manhattan,352.0,4.5
234,Hakata Ippudo NY,Japanese,2.0,226, Manhattan,594.0,4.5
235,Hell's Kitchen,American,2.0,227, Manhattan,319.0,4.5
236,Luzzo’s,Italian,2.0,228, Manhattan,326.0,4.5
237,Mogador Cafe,Moroccan,2.0,229, Manhattan,533.0,4.5
238,5 Napkin Burger,American,2.0,230, Manhattan,3899.0,4.5
239,Tommy Bahama Restaurant Bar Store,American,2.0,231, Manhattan,446.0,4.5
240,Two Hands,Cafe,2.0,232, Manhattan,301.0,4.5
241,Red Hook Lobster Pound,American,2.0,21, Brooklyn,186.0,4.5
242,Bond Street,Japanese,3.0,233, Manhattan,335.0,4.5
243,Razza Pizza Artigianale,Italian,2.0,1, Jersey City,137.0,4.5
244,Ravagh Persian Grill,Mediterranean,2.0,234, Manhattan,205.0,4.5
245,Jean Georges,French,3.0,235, Manhattan,1898.0,4.5
246,Caracas Arepa Bar,Latin,1.0,236, Manhattan,315.0,4.5
247,Batard,French,3.0,237, Manhattan,299.0,4.5
248,DeStefano's Steak House,American,3.0,1, Brooklyn,257.0,4.5
249,Westville Chelsea,American,2.0,238, Manhattan,189.0,4.5
250,etcetera etcetera,Mediterranean,2.0,239, Manhattan,491.0,4.5
251,Nick's,Italian,2.0,240, Manhattan,257.0,4.5
252,The Meatball Shop,Italian,2.0,241, Manhattan,985.0,4.5
253,BLT Steak,American,3.0,242, Manhattan,605.0,4.5
254,Senza Gluten,Italian,2.0,243, Manhattan,420.0,4.5
255,Jack's Wife Freda,American,2.0,244, Manhattan,856.0,4.5
256,VIV Thai,Asian,2.0,245, Manhattan,227.0,4.5
257,Il Gattopardo,Italian,3.0,246, Manhattan,685.0,4.5
258,Beecher's Handmade Cheese,American,2.0,247, Manhattan,263.0,4.5
259,Roman Nose,Italian,2.0,2, Jersey City,181.0,4.5
260,Eataly,Italian,2.0,248, Manhattan,12270.0,4.5
261,Il Tinello Ristorante,Italian,3.0,249, Manhattan,327.0,4.5
262,Union Square Cafe,American,3.0,250, Manhattan,1276.0,4.5
263,Rainbow Room,American,3.0,251, Manhattan,646.0,4.5
264,OCabanon,French,2.0,252, Manhattan,321.0,4.5
265,West Side Steakhouse,American,2.0,253, Manhattan,954.0,4.5
266,Cookshop,American,2.0,254, Manhattan,1036.0,4.5
267,The NoMad Restaurant,American,3.0,255, Manhattan,967.0,4.5
268,La Masseria,Italian,3.0,256, Manhattan,1811.0,4.5
269,Capizzi,Italian,2.0,257, Manhattan,1665.0,4.5
270,Da Marino Restaurant,Italian,2.0,258, Manhattan,2305.0,4.5
271,Villa Berulia,Croatian,2.0,259, Manhattan,159.0,4.5
272,Bluestone Lane,Australian,2.0,260, Manhattan,153.0,4.5
273,Perry St,Contemporary,3.0,261, Manhattan,348.0,4.5
274,Dudley's,American,2.0,262, Manhattan,243.0,4.5
275,Crave Fishbar,Seafood,2.0,263, Manhattan,371.0,4.5
276,Paul's Da Burger Joint,American,1.0,264, Manhattan,235.0,4.5
277,Balthazar,French,3.0,265, Manhattan,6054.0,4.5
278,Sapori D'Italia,Italian,2.0,266, Manhattan,116.0,4.5
279,Hourglass Tavern,American,2.0,267, Manhattan,465.0,4.5
280,Upland,American,2.0,268, Manhattan,559.0,4.5
281,Victor's Cafe,Latin,2.0,269, Manhattan,1507.0,4.5
282,Pepolino,Italian,2.0,270, Manhattan,620.0,4.5
283,Fiat Cafe,Italian,2.0,271, Manhattan,329.0,4.5
284,Luke's Lobster- Upper East Side,American,2.0,272, Manhattan,151.0,4.5
285,Dean & Deluca,Vegetarian Friendly,2.0,273, Manhattan,281.0,4.5
286,Piacere,Italian,2.0,274, Manhattan,311.0,4.5
287,Black Tap,American,2.0,275, Manhattan,705.0,4.5
288,The Marshal,American,2.0,276, Manhattan,263.0,4.5
289,2nd Avenue Deli,American,2.0,277, Manhattan,1082.0,4.5
290,New York Yankees Steak House,American,3.0,278, Manhattan,498.0,4.5
291,Blue Dog Cookhouse & Bar,American,2.0,279, Manhattan,306.0,4.5
292,Uncle Paul's Pizza,Italian,1.0,280, Manhattan,698.0,4.5
293,Avra Estiatorio,Seafood,3.0,281, Manhattan,1021.0,4.5
294,Morton's The Steakhouse,Diner,3.0,282, Manhattan,1084.0,4.5
295,Scarpetta,Italian,3.0,283, Manhattan,798.0,4.5
296,Le CouCou Restaurant,French,3.0,284, Manhattan,451.0,4.5
297,Jimmy's Corner,Pub,1.0,285, Manhattan,464.0,4.5
298,La Isla Restaurant,Caribbean,2.0,2, Hoboken,337.0,4.5
299,Sweet Chick,American,2.0,286, Manhattan,263.0,4.5
300,The Press Lounge,Bar,2.0,287, Manhattan,371.0,4.5
301,Sadelle's,American,2.0,288, Manhattan,294.0,4.5
302,Carmine's Italian Restaurant - Upper West Side,Italian,2.0,289, Manhattan,1718.0,4.5
303,Pepe Giallo,Italian,2.0,290, Manhattan,221.0,4.5
304,Vitae,Wine Bar,3.0,291, Manhattan,314.0,4.5
305,44 & X,American,2.0,292, Manhattan,669.0,4.5
306,Piccola Cucina Estiatorio,Italian,2.0,293, Manhattan,95.0,4.5
307,Blue Smoke Battery Park City,American,2.0,294, Manhattan,522.0,4.5
308,Havana NY,Caribbean,2.0,295, Manhattan,221.0,4.5
309,Acqua,Pizza,2.0,296, Manhattan,335.0,4.5
310,La Pulperia,Latin,2.0,297, Manhattan,240.0,4.5
311,Faces and Names,American,2.0,298, Manhattan,284.0,4.5
312,Clinton St. Baking Company & Restaurant,American,2.0,299, Manhattan,1368.0,4.5
313,Oceana Restaurant,Seafood,3.0,300, Manhattan,1087.0,4.5
314,Aretsky's Patroon,American,3.0,301, Manhattan,167.0,4.5
315,Baekjeong NYC,Barbecue,2.0,302, Manhattan,228.0,4.5
316,Foxy John's Bar & Kitchen,Bar,2.0,303, Manhattan,175.0,4.5
317,Bubby's,Bar,2.0,304, Manhattan,1421.0,4.5
318,Crompton Ale House,American,2.0,305, Manhattan,170.0,4.5
319,Mudspot,American,2.0,306, Manhattan,127.0,4.5
320,Sushi Yasuda,Japanese,3.0,307, Manhattan,672.0,4.5
321,Il Mulino New York,Italian,3.0,308, Manhattan,501.0,4.5
322,Red Farm,Chinese,2.0,309, Manhattan,390.0,4.5
323,The Leopard at des Artistes,Italian,3.0,310, Manhattan,278.0,4.5
324,Bus Stop,American,1.0,311, Manhattan,210.0,4.5
325,An’nam,Japanese,2.0,312, Manhattan,216.0,4.5
326,Sakagura,Japanese,2.0,313, Manhattan,472.0,4.5
327,Nocello,Italian,2.0,314, Manhattan,370.0,4.5
328,Zero Otto Nove,Italian,2.0,315, Manhattan,242.0,4.5
329,Arturo's,Italian,2.0,316, Manhattan,322.0,4.5
330,Grazie,Italian,2.0,318, Manhattan,328.0,4.5
331,Temple Court,American,3.0,319, Manhattan,219.0,4.5
332,Amanda's,American,3.0,1, Hoboken,320.0,4.5
333,Lillie's Victorian Establishment,American,2.0,320, Manhattan,1077.0,4.5
334,The Mermaid Inn,American,2.0,321, Manhattan,313.0,4.5
335,The Landmark Tavern,European,2.0,322, Manhattan,324.0,4.5
336,Luigi's Gourmet Pizza,Italian,1.0,323, Manhattan,200.0,4.5
337,Vezzo,Italian,2.0,324, Manhattan,1003.0,4.5
338,Churrascaria Plataforma,Steakhouse,3.0,325, Manhattan,1433.0,4.5
339,Delmonico's,American,3.0,326, Manhattan,923.0,4.5
340,Gyu-Kaku Times Square,Japanese,2.0,327, Manhattan,357.0,4.5
341,Beauty & Essex,American,3.0,328, Manhattan,2082.0,4.5
342,Ivan Ramen,Japanese,2.0,329, Manhattan,369.0,4.5
343,Vaucluse,French,3.0,330, Manhattan,259.0,4.5
344,Employees Only,American,2.0,331, Manhattan,394.0,4.5
345,Emmett O'Lunney's Irish Pub,American,2.0,332, Manhattan,986.0,4.5
346,Atoboy,Asian,2.0,333, Manhattan,81.0,4.5
347,Jackson Hole Burgers,American,2.0,334, Manhattan,768.0,4.5
348,Brasserie 8 1/2,French,2.0,335, Manhattan,415.0,4.0
349,Le Bateau Ivre,French,2.0,336, Manhattan,261.0,4.5
350,Amma,Indian,2.0,337, Manhattan,396.0,4.5
351,Birdland,American,2.0,338, Manhattan,316.0,4.5
352,Num Pang Sandwich Shop,Fast Food,1.0,339, Manhattan,227.0,4.5
353,Aquavit,European,3.0,340, Manhattan,530.0,4.5
354,Friedman's,American,2.0,341, Manhattan,1174.0,4.5
355,Bareburger,American,2.0,342, Manhattan,386.0,4.5
356,Hama Japanese Cuisine,Japanese,2.0,343, Manhattan,137.0,4.5
357,Dutch Fred's,American,2.0,344, Manhattan,207.0,4.5
358,Balaboosta,Mediterranean,2.0,345, Manhattan,267.0,4.5
359,Mighty Quinn's Barbeque,American,2.0,346, Manhattan,627.0,4.5
360,Dutch Fred's,American,2.0,346, Manhattan,207.0,4.5
361,Mighty Quinn's Barbeque,American,2.0,347, Manhattan,627.0,4.5
362,Jongro BBQ,Barbecue,2.0,348, Manhattan,380.0,4.5
363,Quantum Leap Natural Food,American,2.0,349, Manhattan,160.0,4.5
364,The Egg Shop,American,2.0,350, Manhattan,279.0,4.5
365,Match 65 Brasserie,Steakhouse,2.0,351, Manhattan,352.0,4.5
366,Fornino,Italian,2.0,18, Brooklyn,226.0,4.5
367,Blue Ribbon Sushi Bar & Grill,Japanese,2.0,352, Manhattan,325.0,4.5
368,Don's Bogam BBQ & Wine Bar,Barbecue,2.0,353, Manhattan,173.0,4.5
369,Boqueria,Mediterranean,2.0,354, Manhattan,585.0,4.5
370,Cafe Habana,Mexican,1.0,355, Manhattan,737.0,4.5
371,Sean's Bar And Kitchen,American,2.0,356, Manhattan,307.0,4.5
372,ABA Turkish Restaurant,Mediterranean,2.0,357, Manhattan,274.0,4.5
373,Mustang Harry's,American,2.0,358, Manhattan,358.0,4.0
374,Ear Inn,American,2.0,359, Manhattan,204.0,4.5
375,The Harold,American,2.0,360, Manhattan,738.0,4.0
376,Tessa,Italian,2.0,361, Manhattan,269.0,4.5
377,Nobu 57,Japanese,3.0,362, Manhattan,1694.0,4.5
378,Danji,Asian,2.0,363, Manhattan,462.0,4.5
379,Dean and Deluca,American,2.0,364, Manhattan,224.0,4.5
380,Bread & Butter,American,1.0,365, Manhattan,152.0,4.5
381,ABC Kitchen,American,2.0,366, Manhattan,1794.0,4.5
382,Nirvana,Indian,2.0,367, Manhattan,334.0,4.0
383,New York Luncheonette,American,1.0,368, Manhattan,928.0,4.5
384,The Skylark,American,2.0,369, Manhattan,266.0,4.5
385,Guantanamera,Caribbean,2.0,370, Manhattan,582.0,4.5
386,Excellent Dumpling House,Chinese,1.0,371, Manhattan,627.0,4.5
387,The Meatball Shop,Italian,2.0,19, Brooklyn,330.0,4.5
388,Umi Sushi,Japanese,2.0,372, Manhattan,310.0,4.5
389,Le Parisien,French,2.0,373, Manhattan,290.0,4.5
390,Luke's Lobster Upper West Side,American,2.0,374, Manhattan,180.0,4.5
391,Osteria Morini Manhattan,Italian,2.0,375, Manhattan,710.0,4.5
392,Clark's Restaurant,American,1.0,32, Brooklyn,255.0,4.5
393,Morimoto,Japanese,3.0,376, Manhattan,1527.0,4.5
394,Sant Ambroeus,Italian,3.0,377, Manhattan,406.0,4.5
395,Marta,Italian,2.0,378, Manhattan,736.0,4.0
396,Malibu Diner,American,1.0,379, Manhattan,483.0,4.5
397,Prune,American,2.0,380, Manhattan,427.0,4.5
398,Bar SixtyFive,American,3.0,381, Manhattan,860.0,4.5
